Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target,,,,,,
1.00 ,13.00 ,1.00 ,3.00 ,1.00 ,1.00 ,15.00 ,3.00 ,4.00 ,9.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,4.00 ,15.18 ,0.00 ,1.76 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,15.00 ,1.00 ,13.00 ,9.00 ,1.00 ,2.00 ,4.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,14.79 ,3.28 ,-1.86 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,15.00 ,1.00 ,1.00 ,8.00 ,1.00 ,1.00 ,5.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,21.00 ,0.00 ,0.00 ,11.27 ,2.14 ,-1.21 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,7.00 ,1.00 ,1.00 ,18.00 ,22.00 ,27.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,23.00 ,0.00 ,0.00 ,12.70 ,1.97 ,0.00 ,0.00 ,,,,,,
1.00 ,4.00 ,1.00 ,8.00 ,1.00 ,1.00 ,16.00 ,1.00 ,15.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,16.20 ,1.09 ,0.64 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,7.00 ,1.00 ,1.00 ,11.00 ,2.00 ,2.00 ,11.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,32.00 ,1.00 ,0.00 ,11.93 ,2.12 ,-2.55 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,3.00 ,1.00 ,1.00 ,13.00 ,3.00 ,3.00 ,2.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,1.00 ,4.00 ,13.45 ,0.69 ,1.80 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,8.00 ,1.00 ,1.00 ,16.00 ,12.00 ,14.00 ,9.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,5.00 ,4.00 ,11.08 ,-0.53 ,0.44 ,1.00 ,,,,,,
1.00 ,10.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,22.00 ,28.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,29.00 ,1.00 ,5.00 ,13.03 ,0.54 ,0.30 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,16.00 ,1.00 ,1.00 ,15.00 ,25.00 ,28.00 ,10.00 ,9.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,20.00 ,0.00 ,0.00 ,9.10 ,0.42 ,1.45 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,13.00 ,1.00 ,1.00 ,18.00 ,2.00 ,2.00 ,5.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,19.00 ,3.00 ,6.00 ,10.15 ,1.87 ,3.51 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,13.00 ,1.00 ,1.00 ,12.00 ,1.00 ,2.00 ,10.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,12.00 ,13.70 ,2.82 ,-1.61 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,9.00 ,1.00 ,1.00 ,11.00 ,2.00 ,15.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,15.70 ,0.91 ,0.45 ,1.00 ,,,,,,
1.00 ,3.00 ,2.00 ,17.00 ,1.00 ,1.00 ,10.00 ,18.00 ,15.00 ,5.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,6.00 ,6.00 ,8.51 ,0.22 ,-2.12 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,17.00 ,1.00 ,1.00 ,11.00 ,11.00 ,13.00 ,11.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,6.00 ,6.00 ,13.56 ,1.41 ,0.12 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,3.00 ,1.00 ,1.00 ,17.00 ,2.00 ,1.00 ,9.00 ,3.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,14.00 ,5.00 ,11.88 ,1.23 ,3.29 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,15.00 ,12.00 ,1.00 ,11.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,18.00 ,6.00 ,6.00 ,15.31 ,1.62 ,2.42 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,15.00 ,1.00 ,10.00 ,10.00 ,1.00 ,3.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,23.00 ,1.00 ,3.00 ,11.96 ,0.19 ,0.21 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,14.00 ,1.00 ,1.00 ,10.00 ,4.00 ,3.00 ,4.00 ,6.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,21.00 ,7.00 ,7.00 ,16.20 ,1.86 ,3.13 ,1.00 ,,,,,,
1.00 ,16.00 ,1.00 ,9.00 ,0.00 ,1.00 ,13.00 ,23.00 ,2.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,33.00 ,7.00 ,5.00 ,7.60 ,1.94 ,2.26 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,1.00 ,2.00 ,3.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,1.00 ,0.00 ,10.37 ,0.76 ,2.66 ,0.00 ,,,,,,
1.00 ,8.00 ,1.00 ,12.00 ,1.00 ,1.00 ,2.00 ,24.00 ,27.00 ,13.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.00 ,6.00 ,10.00 ,7.60 ,0.37 ,2.58 ,1.00 ,,,,,,
1.00 ,4.00 ,1.00 ,5.00 ,1.00 ,1.00 ,17.00 ,2.00 ,2.00 ,5.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,16.20 ,1.07 ,2.14 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,19.00 ,26.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,35.00 ,5.00 ,6.00 ,12.23 ,-0.29 ,-4.06 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,6.00 ,1.00 ,1.00 ,12.00 ,2.00 ,3.00 ,10.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,22.00 ,6.00 ,5.00 ,14.98 ,0.97 ,1.63 ,0.00 ,,,,,,
1.00 ,8.00 ,1.00 ,8.00 ,1.00 ,1.00 ,9.00 ,5.00 ,14.00 ,3.00 ,4.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,32.00 ,6.00 ,6.00 ,10.47 ,0.37 ,2.47 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,11.00 ,22.00 ,15.00 ,10.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,5.00 ,5.00 ,13.14 ,1.06 ,0.71 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,10.00 ,1.00 ,1.00 ,20.00 ,13.00 ,3.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,6.00 ,5.00 ,15.03 ,0.92 ,2.57 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,5.00 ,1.00 ,1.00 ,12.00 ,2.00 ,3.00 ,2.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,1.00 ,6.00 ,16.14 ,-0.80 ,-3.02 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,12.00 ,1.00 ,1.00 ,10.00 ,18.00 ,1.00 ,10.00 ,10.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,19.00 ,7.00 ,5.00 ,9.38 ,1.21 ,1.44 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,12.00 ,1.00 ,1.00 ,16.00 ,10.00 ,15.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,5.00 ,5.00 ,14.87 ,0.93 ,-4.06 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,17.00 ,1.00 ,1.00 ,12.00 ,2.00 ,3.00 ,5.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,12.00 ,10.53 ,0.05 ,-0.12 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,14.00 ,0.00 ,1.00 ,2.00 ,1.00 ,2.00 ,10.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,18.00 ,7.00 ,13.59 ,2.11 ,-2.22 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,22.00 ,14.00 ,10.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,21.00 ,6.00 ,5.00 ,10.68 ,1.50 ,0.46 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,8.00 ,1.00 ,1.00 ,12.00 ,2.00 ,2.00 ,4.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,20.00 ,1.00 ,0.00 ,13.06 ,2.73 ,-2.90 ,0.00 ,,,,,,
1.00 ,10.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,22.00 ,28.00 ,10.00 ,10.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,8.00 ,6.00 ,12.45 ,1.20 ,0.36 ,0.00 ,,,,,,
1.00 ,11.00 ,1.00 ,8.00 ,1.00 ,1.00 ,12.00 ,19.00 ,2.00 ,11.00 ,7.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,31.00 ,4.00 ,6.00 ,11.67 ,1.87 ,-2.88 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,17.00 ,1.00 ,1.00 ,9.00 ,1.00 ,24.00 ,10.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,6.00 ,5.00 ,12.88 ,2.12 ,-1.63 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,9.00 ,1.00 ,1.00 ,11.00 ,1.00 ,3.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,1.00 ,5.00 ,11.33 ,0.57 ,1.03 ,1.00 ,,,,,,
1.00 ,6.00 ,2.00 ,10.00 ,1.00 ,1.00 ,16.00 ,14.00 ,3.00 ,2.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,0.00 ,0.00 ,12.41 ,0.63 ,-0.04 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,13.00 ,1.00 ,1.00 ,10.00 ,3.00 ,14.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,16.16 ,0.89 ,2.53 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,10.00 ,1.00 ,1.00 ,9.00 ,16.00 ,13.00 ,3.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,7.00 ,10.04 ,0.38 ,3.15 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,13.00 ,1.00 ,1.00 ,19.00 ,1.00 ,2.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,5.00 ,6.00 ,15.93 ,0.78 ,1.15 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,17.00 ,1.00 ,1.00 ,4.00 ,19.00 ,26.00 ,9.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,7.00 ,6.00 ,11.07 ,2.02 ,-4.06 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,3.00 ,1.00 ,1.00 ,15.00 ,2.00 ,4.00 ,2.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,27.00 ,0.00 ,0.00 ,12.47 ,0.21 ,1.25 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,12.00 ,1.00 ,1.00 ,17.00 ,1.00 ,4.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,16.20 ,0.90 ,-3.94 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,4.00 ,1.00 ,1.00 ,19.00 ,3.00 ,4.00 ,9.00 ,3.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,12.00 ,14.21 ,1.53 ,-1.20 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,8.00 ,1.00 ,1.00 ,18.00 ,2.00 ,1.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,0.00 ,2.00 ,11.45 ,1.65 ,3.51 ,0.00 ,,,,,,
2.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,22.00 ,2.00 ,11.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,6.00 ,5.00 ,10.01 ,2.32 ,-1.19 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,14.00 ,1.00 ,1.00 ,6.00 ,19.00 ,13.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,12.60 ,0.81 ,-4.06 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,16.00 ,2.00 ,1.00 ,10.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,22.00 ,1.00 ,4.00 ,11.20 ,0.82 ,2.20 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,17.00 ,1.00 ,1.00 ,9.00 ,21.00 ,28.00 ,4.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,0.00 ,8.81 ,2.97 ,-2.36 ,0.00 ,,,,,,
1.00 ,2.00 ,3.00 ,10.00 ,1.00 ,1.00 ,18.00 ,1.00 ,2.00 ,9.00 ,9.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,18.00 ,1.00 ,1.00 ,14.34 ,3.70 ,1.61 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,14.00 ,1.00 ,1.00 ,17.00 ,1.00 ,1.00 ,4.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,6.00 ,14.73 ,0.78 ,3.51 ,1.00 ,,,,,,
1.00 ,6.00 ,3.00 ,8.00 ,1.00 ,1.00 ,9.00 ,2.00 ,2.00 ,9.00 ,4.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,16.00 ,4.00 ,13.61 ,-0.02 ,-2.40 ,1.00 ,,,,,,
1.00 ,16.00 ,1.00 ,15.00 ,1.00 ,1.00 ,2.00 ,22.00 ,27.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,16.00 ,12.00 ,12.16 ,-0.80 ,-2.53 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,13.00 ,1.00 ,1.00 ,14.00 ,3.00 ,1.00 ,3.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,6.00 ,6.00 ,15.62 ,2.44 ,-1.93 ,1.00 ,,,,,,
1.00 ,6.00 ,3.00 ,11.00 ,1.00 ,1.00 ,3.00 ,14.00 ,16.00 ,5.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,7.00 ,7.00 ,10.52 ,1.10 ,2.98 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,8.00 ,1.00 ,1.00 ,16.00 ,1.00 ,1.00 ,3.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,21.00 ,6.00 ,5.00 ,16.20 ,2.23 ,-2.48 ,1.00 ,,,,,,
1.00 ,9.00 ,1.00 ,16.00 ,1.00 ,1.00 ,16.00 ,16.00 ,2.00 ,5.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,1.00 ,11.92 ,1.29 ,3.44 ,0.00 ,,,,,,
1.00 ,15.00 ,1.00 ,11.00 ,1.00 ,1.00 ,17.00 ,21.00 ,2.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,1.00 ,1.00 ,14.86 ,0.43 ,-0.70 ,0.00 ,,,,,,
1.00 ,7.00 ,1.00 ,16.00 ,1.00 ,1.00 ,14.00 ,15.00 ,2.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,7.00 ,7.00 ,12.13 ,0.76 ,3.51 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,7.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,10.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,33.00 ,1.00 ,0.00 ,14.64 ,2.64 ,-2.49 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,15.00 ,1.00 ,1.00 ,16.00 ,1.00 ,3.00 ,9.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,6.00 ,4.00 ,16.20 ,0.61 ,0.71 ,0.00 ,,,,,,
1.00 ,6.00 ,3.00 ,10.00 ,1.00 ,12.00 ,13.00 ,3.00 ,1.00 ,4.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,7.00 ,13.97 ,1.60 ,2.99 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,14.00 ,1.00 ,1.00 ,12.00 ,13.00 ,1.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,6.00 ,5.00 ,14.52 ,0.10 ,2.15 ,1.00 ,,,,,,
1.00 ,6.00 ,3.00 ,16.00 ,1.00 ,1.00 ,12.00 ,1.00 ,1.00 ,10.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,11.98 ,3.05 ,-2.30 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,15.00 ,1.00 ,1.00 ,6.00 ,10.00 ,12.00 ,7.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,6.00 ,8.44 ,0.34 ,3.51 ,1.00 ,,,,,,
1.00 ,16.00 ,2.00 ,9.00 ,1.00 ,1.00 ,19.00 ,20.00 ,28.00 ,9.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,27.00 ,14.00 ,9.00 ,16.20 ,-0.80 ,-2.43 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,12.00 ,1.00 ,1.00 ,15.00 ,18.00 ,27.00 ,9.00 ,9.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,18.00 ,16.00 ,8.00 ,11.09 ,0.74 ,0.62 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,13.00 ,1.00 ,1.00 ,7.00 ,11.00 ,5.00 ,6.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,12.00 ,12.17 ,2.93 ,-0.75 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,14.00 ,1.00 ,11.00 ,6.00 ,1.00 ,2.00 ,4.00 ,7.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,34.00 ,1.00 ,5.00 ,14.36 ,2.08 ,-4.06 ,0.00 ,,,,,,
1.00 ,13.00 ,2.00 ,6.00 ,1.00 ,1.00 ,17.00 ,23.00 ,27.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,27.00 ,0.00 ,0.00 ,10.43 ,1.39 ,-3.43 ,0.00 ,,,,,,
1.00 ,4.00 ,1.00 ,11.00 ,1.00 ,1.00 ,10.00 ,2.00 ,15.00 ,3.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,6.00 ,7.00 ,16.20 ,2.26 ,2.25 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,15.00 ,1.00 ,1.00 ,3.00 ,5.00 ,2.00 ,4.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,8.98 ,1.29 ,3.51 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,4.00 ,1.00 ,1.00 ,10.00 ,2.00 ,13.00 ,9.00 ,5.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,22.00 ,18.00 ,9.00 ,13.55 ,0.48 ,1.12 ,1.00 ,,,,,,
1.00 ,10.00 ,2.00 ,4.00 ,1.00 ,1.00 ,15.00 ,13.00 ,2.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,27.00 ,7.00 ,6.00 ,12.77 ,0.61 ,2.00 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,17.00 ,1.00 ,1.00 ,16.00 ,9.00 ,12.00 ,11.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,6.00 ,8.73 ,1.33 ,-1.45 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,19.00 ,28.00 ,10.00 ,11.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,45.00 ,7.00 ,4.00 ,10.95 ,-0.24 ,-4.06 ,0.00 ,,,,,,
1.00 ,16.00 ,2.00 ,5.00 ,1.00 ,14.00 ,12.00 ,1.00 ,4.00 ,3.00 ,3.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,2.00 ,0.00 ,12.80 ,1.89 ,-2.86 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,16.00 ,1.00 ,1.00 ,13.00 ,21.00 ,27.00 ,10.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,21.00 ,6.00 ,6.00 ,9.58 ,0.26 ,-3.68 ,1.00 ,,,,,,
3.00 ,7.00 ,1.00 ,17.00 ,1.00 ,1.00 ,13.00 ,21.00 ,14.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,7.00 ,6.00 ,8.45 ,1.00 ,2.81 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,13.00 ,1.00 ,1.00 ,7.00 ,23.00 ,1.00 ,11.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,5.00 ,10.63 ,2.19 ,1.56 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,6.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,4.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,26.00 ,0.00 ,0.00 ,13.72 ,2.13 ,-2.62 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,11.00 ,1.00 ,1.00 ,11.00 ,14.00 ,13.00 ,4.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,5.00 ,6.00 ,13.65 ,-0.80 ,1.72 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,13.00 ,1.00 ,1.00 ,15.00 ,14.00 ,1.00 ,5.00 ,19.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,51.00 ,5.00 ,7.00 ,10.60 ,0.52 ,3.26 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,17.00 ,1.00 ,1.00 ,15.00 ,2.00 ,2.00 ,11.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,20.00 ,4.00 ,5.00 ,10.55 ,2.11 ,3.51 ,0.00 ,,,,,,
1.00 ,2.00 ,2.00 ,17.00 ,1.00 ,1.00 ,5.00 ,19.00 ,27.00 ,10.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,6.00 ,8.30 ,2.16 ,-1.48 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,14.00 ,1.00 ,1.00 ,16.00 ,25.00 ,17.00 ,2.00 ,5.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,0.00 ,0.00 ,11.03 ,0.44 ,1.12 ,0.00 ,,,,,,
1.00 ,16.00 ,1.00 ,15.00 ,1.00 ,1.00 ,19.00 ,22.00 ,28.00 ,9.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,28.00 ,1.00 ,2.00 ,13.63 ,0.87 ,-4.06 ,0.00 ,,,,,,
1.00 ,1.00 ,3.00 ,10.00 ,1.00 ,1.00 ,6.00 ,11.00 ,14.00 ,6.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,7.00 ,11.89 ,0.70 ,2.85 ,1.00 ,,,,,,
1.00 ,16.00 ,1.00 ,12.00 ,1.00 ,14.00 ,12.00 ,3.00 ,3.00 ,3.00 ,8.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,0.00 ,0.00 ,10.80 ,2.77 ,-4.06 ,0.00 ,,,,,,
